strength,dexterity,intelligence,vigor,constitution,height,character,fitness,age,generation
50,19,54,25,2,1.32,warrior,17.435868539514285,5,19
50,20,54,24,2,1.32,warrior,17.435868539514285,4,19
50,19,54,25,2,1.32,warrior,17.435868539514285,3,19
50,20,54,24,2,1.32,warrior,17.435868539514285,3,19
50,20,54,24,2,1.32,warrior,17.435868539514285,2,19
50,19,54,25,2,1.32,warrior,17.435868539514285,2,19
50,19,54,26,1,1.32,warrior,17.435868539514285,2,19
50,20,54,24,2,1.31,warrior,16.738785030919747,14,19
50,19,53,25,3,1.31,warrior,16.738785030919747,13,19
50,20,53,25,2,1.31,warrior,16.738785030919747,13,19
50,20,52,24,4,1.31,warrior,16.738785030919747,12,19
50,21,52,25,2,1.31,warrior,16.738785030919747,11,19
50,17,55,25,3,1.31,warrior,16.738785030919747,10,19
50,20,53,25,2,1.31,warrior,16.738785030919747,10,19
50,20,52,24,4,1.31,warrior,16.738785030919747,10,19
51,20,53,25,1,1.32,warrior,17.43614043831612,1,19
50,19,54,25,2,1.32,warrior,17.435868539514285,1,19
50,19,54,25,2,1.32,warrior,17.435868539514285,1,19
50,20,54,24,2,1.32,warrior,17.435868539514285,1,19
51,20,53,25,1,1.32,warrior,17.43614043831612,3,20
51,20,53,25,1,1.32,warrior,17.43614043831612,2,20
50,19,54,25,2,1.32,warrior,17.435868539514285,6,20
50,20,54,24,2,1.32,warrior,17.435868539514285,5,20
50,19,54,25,2,1.32,warrior,17.435868539514285,4,20
50,20,54,24,2,1.32,warrior,17.435868539514285,4,20
50,20,54,24,2,1.32,warrior,17.435868539514285,3,20
50,19,54,25,2,1.32,warrior,17.435868539514285,3,20
50,19,54,26,1,1.32,warrior,17.435868539514285,3,20
50,19,54,25,2,1.32,warrior,17.435868539514285,2,20
50,19,54,25,2,1.32,warrior,17.435868539514285,2,20
50,20,54,24,2,1.32,warrior,17.435868539514285,2,20
50,20,54,24,2,1.31,warrior,16.738785030919747,15,20
50,19,53,25,3,1.31,warrior,16.738785030919747,14,20
50,20,53,25,2,1.31,warrior,16.738785030919747,14,20
50,20,52,24,4,1.31,warrior,16.738785030919747,13,20
51,20,53,25,1,1.32,warrior,17.43614043831612,1,20
51,20,53,25,1,1.32,warrior,17.43614043831612,1,20
50,19,55,24,2,1.32,warrior,17.435868539514285,1,20
50,19,53,24,4,1.32,warrior,17.435868539514285,1,20
51,20,53,25,1,1.32,warrior,17.43614043831612,4,21
51,20,53,25,1,1.32,warrior,17.43614043831612,3,21
51,20,53,25,1,1.32,warrior,17.43614043831612,2,21
51,20,53,25,1,1.32,warrior,17.43614043831612,2,21
50,19,54,25,2,1.32,warrior,17.435868539514285,7,21
50,20,54,24,2,1.32,warrior,17.435868539514285,6,21
50,19,54,25,2,1.32,warrior,17.435868539514285,5,21
50,20,54,24,2,1.32,warrior,17.435868539514285,5,21
50,20,54,24,2,1.32,warrior,17.435868539514285,4,21
50,19,54,25,2,1.32,warrior,17.435868539514285,4,21
50,19,54,26,1,1.32,warrior,17.435868539514285,4,21
50,19,54,25,2,1.32,warrior,17.435868539514285,3,21
50,19,54,25,2,1.32,warrior,17.435868539514285,3,21
50,20,54,24,2,1.32,warrior,17.435868539514285,3,21
50,19,55,24,2,1.32,warrior,17.435868539514285,2,21
50,19,53,24,4,1.32,warrior,17.435868539514285,2,21
50,20,53,26,1,1.32,warrior,17.435868539514285,1,21
51,20,53,25,1,1.32,warrior,17.43614043831612,1,21
51,20,53,25,1,1.66,warrior,19.64265192367247,1,21
51,20,53,25,1,1.32,warrior,17.43614043831612,1,21
51,20,53,25,1,1.66,warrior,19.64265192367247,2,22
51,20,53,25,1,1.32,warrior,17.43614043831612,5,22
51,20,53,25,1,1.32,warrior,17.43614043831612,4,22
51,20,53,25,1,1.32,warrior,17.43614043831612,3,22
51,20,53,25,1,1.32,warrior,17.43614043831612,3,22
51,20,53,25,1,1.32,warrior,17.43614043831612,2,22
51,20,53,25,1,1.32,warrior,17.43614043831612,2,22
50,19,54,25,2,1.32,warrior,17.435868539514285,8,22
50,20,54,24,2,1.32,warrior,17.435868539514285,7,22
50,19,54,25,2,1.32,warrior,17.435868539514285,6,22
50,20,54,24,2,1.32,warrior,17.435868539514285,6,22
50,20,54,24,2,1.32,warrior,17.435868539514285,5,22
50,19,54,25,2,1.32,warrior,17.435868539514285,5,22
50,19,54,26,1,1.32,warrior,17.435868539514285,5,22
50,19,54,25,2,1.32,warrior,17.435868539514285,4,22
50,19,54,25,2,1.32,warrior,17.435868539514285,4,22
48,19,56,25,2,1.32,warrior,17.408967835439476,1,22
51,20,53,25,1,1.66,warrior,19.64265192367247,1,22
51,20,53,25,1,1.32,warrior,17.43614043831612,1,22
